release_date,id,name,popularity,explicit,artists,id_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration
1989-10-20,3LqdNaDdssausAfL2R1m3Z,"Adolescenti A Colloquio. Improvvisamente, Tremoto",16,1,['Elio e le Storie Tese'],['61r4cE4aoOD50wPNhQ5fF7'],0.683,0.207,8,-22.482,0,0.947,0.858,0.0,0.317,0.671,136.428,3,70
1991-11-11,0kGajKQLHQmP16y1tpUe0k,人在邊緣 - 電視劇「人在邊緣」主題曲,28,0,['Leon Lai'],['0ubIxkefJsoYY8JXc2HJoa'],0.623,0.569,0,-8.649,0,0.0352,0.0346,0.0,0.145,0.212,142.298,4,247
2008-01-01,6KifyHSyDMB2QFu7dWbnGn,Paraiso,43,0,['Fonseca'],['53KTldaJ8tHSkYU3nigfwP'],0.651,0.861,5,-5.429,1,0.0651,0.0915,2.41e-06,0.0637,0.893,84.979,4,258
1935-01-01,1n5IwW6aNwTrPN68iqf3eN,Μες της Πεντέλης τα βουνά,0,0,['Oδυσσέας Μοσχονάς'],['03jP2eaWZDCz3s5lOxlevc'],0.54,0.207,8,-15.698,0,0.0387,0.995,0.827,0.161,0.67,95.434,4,195
2018-04-13,6ktBJxTpMgiBKRXOiPMxRF,Duele,34,0,['Dubosky'],['6tMb6Fah1HWzlaHE9ylNGJ'],0.462,0.635,8,-6.314,1,0.267,0.367,0.0,0.0598,0.799,173.591,4,249
1994-08-01,2Pd29LKA6kJUhzhRzpv1bG,鐵石心腸,11,0,['巫啟賢'],['7y52WmTUJZQU7m83zYfoV2'],0.643,0.408,7,-12.996,1,0.0578,0.411,0.0,0.0957,0.409,142.079,4,219
2003-04-01,4yQpp3bnRNMnvIXRodFzPJ,Boceto Para Esperanza,28,0,['Malpaís'],['5zZpD0w7JdJ56hd9rjGyiu'],0.64,0.503,7,-10.19,1,0.032,0.143,0.00446,0.142,0.346,92.121,4,224
1972-01-01,0MZXfdHy25Co8CSOAwB24q,Willst du mit mir geh'n,40,0,['Daliah Lavi'],['6az1ImuFcfXd1Rnzonmqau'],0.53,0.651,3,-10.152,1,0.103,0.48,0.0,0.0867,0.668,90.346,4,215
1965-01-01,33qeTTVK0MglB4QaiPS00E,Do You Believe in Magic?,14,0,"[""The Lovin' Spoonful""]",['7CCn4PFRRRZF127jtCBAUe'],0.544,0.746,0,-7.782,1,0.0487,0.188,0.0,0.334,0.746,139.345,4,125
1957-01-01,3q4tWKLk06ZNUA2Ro1EMI8,Broadway,9,0,"['Lee Konitz', 'Gerry Mulligan Quartet']","['4YNvbaOaqp5pzC5US5t48k', '6nLkWu5DSXItXcB6q2ISTO']",0.626,0.185,5,-14.561,0,0.133,0.721,0.0,0.294,0.719,93.572,4,177
1957-01-01,7CnrwSq06tUygz8tZE3kmz,Don't Hold It Against Me,3,0,['Dinah Washington'],['32LHRiof0sa4taYew9i3Fa'],0.595,0.229,6,-10.336,1,0.0462,0.984,0.0112,0.337,0.528,75.133,3,172
1977-01-01,6Z17TCuH70Ir54SCXnXd4t,Kad Ja Pođoh Na Bembašu,18,0,['Himzo Polovina'],['4My0OjNMETXEAq0KR8p1s0'],0.213,0.326,2,-7.173,0,0.0289,0.792,0.0594,0.206,0.423,106.774,4,232
2016-09-30,0mmaQA4uKFPCsHKnQUd0H5,Matemática do Amor,34,0,['Matias Damásio'],['0E0XPqa6BzxSkhmhvzA3k2'],0.484,0.559,0,-7.917,1,0.0356,0.441,1.23e-05,0.224,0.409,147.578,4,272
1994-01-01,4utgRBuFcAipgivTLiYxjZ,Sinais De Fumaça - Ao Vivo,27,0,['Nenhum De Nós'],['3bKO3mmizIpDdwNVdp96B9'],0.594,0.532,4,-11.894,0,0.0292,0.265,3.33e-05,0.688,0.22,131.953,4,246
2008-07-30,4godEhkbgKxcXCPPvIxiaT,ยอมให้จับนะ feat. Poppy K-OTIC,20,0,['Waii'],['0zCFa7F5Pog51xx6KYezwO'],0.937,0.777,4,-6.706,0,0.204,0.0499,0.0,0.128,0.582,97.992,4,186
1976-01-01,52UWqMr6eHKGQGLeoE4omo,"Piano Concerto No. 6 in B-Flat Major, K. 238: II. Andante un poco adagio",23,0,"['Wolfgang Amadeus Mozart', 'Murray Perahia', 'English Chamber Orchestra']","['4NJhFmfw43RLBLjQvxDuRS', '4EEQIAJoeN1V30MqFFtXxB', '2DO4p3CPDnInsJfg0jFfaF']",0.29,0.0556,3,-26.443,1,0.0363,0.989,0.936,0.112,0.157,78.773,4,363
2002-06-18,3t3aD2NSxgmyqNVW3KLfKa,Someday We'll Know,44,0,"['Mandy Moore', 'Jonathan Foreman']","['2LJxr7Pt3JnP60eLxwbDOu', '6BLJql6geiZkdKrM4xnTWa']",0.562,0.63,1,-5.679,0,0.0317,0.314,0.0,0.146,0.281,107.932,4,222
1976-02-02,5Zrwq2K26Kn8zpJz8Ic4oD,"Robbery, Assault and Battery",27,0,['Genesis'],['3CkvROUTQ6nRi9yQOcsB50'],0.462,0.49,8,-14.505,1,0.051,0.0687,0.000666,0.103,0.603,123.909,4,376
2011-05-31,2VtwDQBcDHB2BdhMOq4Z5L,Mientes Tan Bien,37,0,['Los Totora'],['6Cv7YpJ01y71mdgm4szmU2'],0.559,0.787,7,-5.167,1,0.0496,0.158,0.0,0.225,0.817,93.543,4,188
1991-09-06,0u30TBBRQn6BtNFchuum15,Mein bester Freund,40,0,['Die Prinzen'],['7F0bQWvv3rfV3EubmoQlwZ'],0.794,0.39,10,-9.203,1,0.157,0.703,0.0,0.2,0.752,128.003,4,156
2005-01-01,3Z0k4BjZINsmQcjBsTObS7,Old MacDonald,36,0,['Bananas In Pyjamas'],['6OkcoFHITuU21Ewkv69bbo'],0.885,0.623,2,-6.668,1,0.0913,0.154,0.0,0.117,0.671,101.972,4,146
1978-01-01,5MvV7aubKeuiaYVPkjfFVo,La Nave del Olvido,34,0,['Julio Iglesias'],['4etuCZVdP8yiNPn4xf0ie5'],0.583,0.613,11,-9.868,0,0.0594,0.106,0.0,0.122,0.634,121.934,4,253
1989-10-16,0UqJILbDAPjlxtsXTpPcka,Wait,29,0,['Gyan'],['6sAm0q83V4C9HWAE7vDv1Q'],0.674,0.634,0,-10.307,1,0.0278,0.0642,0.0127,0.35,0.513,115.613,4,218
1928-01-01,4GYyFioEIvkHN6pxW38Luq,"Etude No. 2 in E-Flat Major, S. 140/2 (after Paganini Caprice No. 17)",0,0,"['Franz Liszt', 'Vladimir Horowitz']","['1385hLNbrnbCJGokfH2ac2', '4Ws5hSoABAwvGJ4LhHwHgq']",0.502,0.188,3,-19.898,1,0.0413,0.975,0.0386,0.173,0.374,110.596,4,190
2019-05-17,0h9xMQP3ctuibd4Ce2037O,Supera - Ao Vivo,58,0,['Péricles'],['6gEzJZrbm0F4ihvE9iXR9z'],0.556,0.714,11,-5.973,0,0.0614,0.452,0.0,0.983,0.696,147.568,4,232
1984-10-17,3fsoy6JnwelplA7CEqUyJz,Serenata Nortena,27,0,['Los Lobos'],['6OWapcJm9xd55ci9CYbAuT'],0.695,0.699,7,-9.561,1,0.0698,0.189,1.43e-06,0.312,0.943,140.416,4,173
1986-01-01,4Hp94NbceTlIZhhA5yb2bh,I Could Make You Love Me,19,0,['Wa Wa Nee'],['5h3WBrCy3VcEj0IGf347dz'],0.558,0.771,2,-11.228,0,0.0368,0.00322,0.000562,0.109,0.382,129.493,4,237
1985-03-11,7DZIlJUFJaE7UR57XYQ2B6,Kiklopaki,5,0,"['Andreas Mikroutsikos', 'Sofia Vossou']","['3xHGHI0sohiVF7ah5MEvU4', '5SKsruCb6YHIdH3f8HVNM9']",0.743,0.196,2,-16.907,0,0.0467,0.601,0.0,0.117,0.466,124.857,4,171
1989-01-01,4eHL2BJnEdrKarXui1JRFi,Going Back To Louisiana,26,0,['Delbert McClinton'],['3Ri72CuuQSCLLkDRJgniFU'],0.588,0.619,7,-12.799,1,0.036,0.172,1.12e-06,0.603,0.772,129.981,4,226
2003-01-01,0Er69BHuKdZjJKygtosTsg,Frú Prússólín kemur í heimsókn,25,0,"['Leikhópurinn Lína Langsokkur', 'Geirfuglarnir']","['2MfBflEwnCeU2UKkDJfcVs', '1hDLyD3cfjliPO2PIgQN0U']",0.706,0.387,9,-14.365,1,0.948,0.726,0.0,0.645,0.647,110.81,1,124
2007-01-01,5lt1VYP5ty99ApdTsgeemf,ทาสรัก,20,0,['แกรนด์เอ็กซ์'],['2wCG2wTVDdlKGyDMqh4M4r'],0.496,0.575,5,-8.17,0,0.0294,0.118,0.0,0.148,0.387,77.135,4,233
1973-01-01,45jKsyqbTncdrq00gMIKUL,Fußball ist unser Leben,26,0,['Die Deutsche Fußball Nationalmannschaft'],['6euthd4hvttLoKTnxbFdiF'],0.562,0.981,3,-5.464,1,0.0466,0.451,0.00423,0.936,0.433,125.307,4,230
1976-04-30,4l0uiCBOrYciJROo2VW6ft,Sei bellissima - 2016 Remaster,51,0,['Loredana Bertè'],['2XpUprTohaksHpVjUtTvlx'],0.449,0.338,0,-10.994,1,0.037,0.637,1.72e-05,0.249,0.279,120.144,3,293
1948-01-01,2jEq7rCG572ZlBnPImMxgd,"Quartet No. 14 in G Major for Strings, K. 387: I. Allegro vivace assai",1,0,"['Wolfgang Amadeus Mozart', 'Budapest String Quartet']","['4NJhFmfw43RLBLjQvxDuRS', '5NEPR8H1RQSvkGrywovDVX']",0.331,0.134,7,-17.505,1,0.0445,0.951,0.00831,0.197,0.296,121.226,4,352
2007-12-31,3KFSzTYE3N44X9EpnBBFOJ,Oi Magkes Den Yparhoun Pia,34,0,['Nikos Papazoglou'],['2l9wrwzboV14ckBlHgeojZ'],0.28,0.609,4,-6.177,0,0.0307,0.756,0.00015,0.774,0.467,176.012,4,189
1996-01-01,5aeYwTFl1kkuLwYP1H3Cm8,Kuinka voit väittää (että yksinäinen oot),22,0,['Hector'],['5UaXeIdkgIbWPwnClfQIU5'],0.451,0.282,4,-19.42,1,0.0371,0.726,0.0969,0.194,0.513,76.036,4,259
2015-12-03,1M2p2Onrb3t1aLViRU8siK,Muu ei loe,24,0,['Curly Strings'],['6HI8rcJysSSJjctsRIwMub'],0.658,0.514,0,-7.158,1,0.027,0.838,0.134,0.104,0.727,107.923,4,203
1980-01-01,7j6AeMV3MSei7hCI0euIJy,Rhythm Cascade,7,0,['Ralph Benatar & B. Ador'],['2af2ii5I5pilG12D8VhF5V'],0.447,0.888,2,-8.39,0,0.04,0.000316,0.075,0.328,0.94,142.194,4,134
1957-08-01,29gspzCMgbuunhpr2ttihd,Allí Donde Tu Sabes,8,0,['La Sonora Matancera'],['01p7Homi0d4XxZ06f2NYYD'],0.768,0.357,7,-11.123,0,0.0315,0.944,0.0232,0.209,0.859,113.942,4,172
1999-07-21,0MoVWWHCDjEaE2JNlGopTo,Spurvelurven,23,0,['Anita Skorgan'],['4dTqh57h7Qc97TWARfoVD4'],0.784,0.197,2,-14.437,1,0.16,0.53,0.0,0.139,0.523,100.003,4,114
1977-07-25,2daDWlwE6JzDZZsjWlCUAC,何もいらない,23,0,['Taeko Onuki'],['5QeCklzEEYSSLWeUxuWeBy'],0.65,0.679,4,-8.847,0,0.03,0.247,0.0048,0.359,0.875,102.953,4,243
1994-01-01,0dhJaWhemeCiRVvEvJeVS5,元気なブロークン・ハート - Single Mix,20,0,['C-C-B'],['3pOrCCIir0VlbMa8DFF04S'],0.712,0.821,9,-6.648,0,0.0349,0.573,0.0,0.1,0.871,90.944,4,188
1997-07-07,3DMMqSnFwh7EpVo0iqwjhr,Rotab (Bandari),37,0,['Hassan Shamaizadeh'],['12TmVMYwkTjWDEPNhnDE4G'],0.708,0.778,2,-8.273,1,0.0528,0.0477,0.000309,0.253,0.884,120.74,3,333
2010-07-26,3VmrLy4WZLHDgTXENCIz2p,Kool Aid and Frozen Pizza,57,1,['Mac Miller'],['4LLpKhyESsyAXpc4laK94U'],0.724,0.765,1,-7.06,0,0.263,0.198,0.0,0.23,0.702,89.991,4,158
2019-09-15,0G5qmu4TsdUH19zdcbI9Ui,Vibe With Me,61,1,"['Matthaios', 'Lonezo']","['1SrWbIDP84JcSDr0oTBAQw', '2qm7ZmuzLVRcaQgeYxXZdT']",0.817,0.297,1,-13.695,1,0.0553,0.722,0.0,0.101,0.443,100.031,4,139
2007-07-13,6UEhNvccAc4OyEDJYB5brb,Ek Din Teri Raahon,48,0,['Javed Ali'],['4W91bbPB2CTSsHwt7eqNl7'],0.602,0.867,2,-4.745,0,0.114,0.229,1.05e-05,0.0806,0.698,91.993,4,292
1943-12-31,2hazCkSuMYjdsNQEZbT32b,Pujari Teri Puja Men Kitne Phool,0,0,['Surendra'],['0SI5FDdfCtQJDbAoGgDPWW'],0.345,0.306,4,-10.517,0,0.047,0.964,0.815,0.086,0.182,80.371,3,186
1980-01-01,1pacOn5gCP8GmUwCbkKM4p,Poltan Loppuun Tupakin,15,0,['Eppu Normaali'],['6KbCFHgM4basg1TvK3oEzv'],0.326,0.955,2,-5.818,1,0.0927,0.0977,0.000631,0.348,0.635,177.5,4,198
1950-01-01,4u5unRUZhRcN2huEtpmaVB,Once In A While,5,0,['Gene Ammons'],['338mC0yGyX0C9of8QMJ5hK'],0.363,0.156,3,-15.978,1,0.0358,0.975,0.31,0.116,0.218,132.722,4,190
1992-01-01,6HXlaI4XCjg2jUEAQULcQn,A Dança - Live From Brazil/1992,27,0,['Legião Urbana'],['6tw6EpC9RgmSRZiZg0n22t'],0.488,0.513,7,-13.777,1,0.0681,2.97e-05,0.00183,0.149,0.357,99.661,4,224
1983-01-01,0lLSV6fMEl84Qzidb9yJAP,Dale alas y volará - Fandangos de Huelva,24,0,['El Cabrero'],['3LaKBWurhxsUakh7MNF1n3'],0.453,0.617,3,-7.354,0,0.0338,0.69,1.32e-05,0.337,0.715,140.448,3,129
1981-01-01,2jZhrlgUMEIgrQykoTd8wa,Canton - 2003 Digital Remaster,36,0,['Japan'],['7vPXrGlSGukcwpaPxUfKKR'],0.535,0.589,9,-9.916,1,0.0428,0.111,0.763,0.155,0.851,170.607,4,335
1980-01-01,5wfNm3KtGqcEzQSKAosbKd,我比你更難過,25,0,['汪玲'],['6dHozHCXF9TVywL2ex4uun'],0.313,0.405,5,-3.482,1,0.0289,0.551,0.0,0.512,0.42,109.299,3,168
1958-01-01,0Ps8fx3wDVC10aZj76NIba,Sally sunshine,1,0,['The Everly Brothers'],['4ACplpEqD6JIVgKrafauzs'],0.723,0.249,11,-12.234,1,0.0421,0.691,0.0,0.183,0.483,127.823,4,110
1974-01-01,3UiqUqX25MvCBO5ubUWaH5,The Weight,26,0,"['King Curtis', 'Duane Allman']","['0WxOgeRxUt0MwPrI7A5atQ', '3keUIwmPM4awpPxiy9ZQ1m']",0.36,0.565,3,-10.584,1,0.0583,0.281,0.875,0.596,0.755,183.208,4,165
1977-01-01,4ryo3dLGoKag7bQo4KFj2u,明星,11,0,['陳麗斯'],['0EKYhGO3CCAe25a4omyGmn'],0.385,0.403,11,-12.379,0,0.0276,0.74,0.000375,0.163,0.46,93.288,4,164
2019-04-05,3wjDQzeKQ11go26ycUhOMd,Billboard,57,1,"['Andy Panda', 'Scriptonite', '104', 'TumaniYO', 'MiyaGi']","['4b20nn6eekG7JQYjX7zJPx', '3vvLuXEEf7sl3izJcw0GIn', '3Th60WEZwIWceINQVE4Ipx', '6GSMqHdLtTCTR9pv5ytaTo', '1kmpkcYbuaZ8tnFejLzkj2']",0.562,0.68,8,-7.582,1,0.346,0.186,0.0,0.0586,0.169,119.918,4,298
2015-02-19,1S3VxVpMWtfuaVH450PM0g,To Karavi,1,0,"['Giorgos Zambetas', ""Ta paidia ap'tin Patra"", 'Popi Asteriadi']","['0nvVCoiYH184eR8CDXfx3r', '63uvzMx0fYKWer2xWZEECF', '0TOihGiVDZBFZc082YLUK9']",0.654,0.395,6,-11.587,0,0.0302,0.562,0.0,0.101,0.358,114.002,4,201
1962-04-15,7816Bd1QDy8fUcwTNqq1fP,No Meu Pé de Serra,11,0,['Luiz Gonzaga'],['2ZofT7n9AlTKf7KDCoHGgD'],0.564,0.663,7,-9.975,1,0.129,0.983,0.815,0.4,0.853,158.367,4,143
1973-08-28,3wSYyGvufJXjV6GWL5aRBA,Chal Chalen Ae Dil,8,0,['Lata Mangeshkar'],['61JrslREXq98hurYL2hYoc'],0.341,0.599,3,-7.253,1,0.0362,0.831,3.2e-06,0.212,0.458,139.712,4,229
2021-04-09,4ltnuXq83RxYUxXVnwN0WZ,Girls Like You,4,1,"['Maroon 5', 'Cardi B']","['04gDigrS5kc9YWfZHwBETP', '4kYSro6naA4h99UJvo89HB']",0.609,0.529,0,-6.859,1,0.106,0.545,0.0,0.127,0.474,60.349,4,236
1993-03-26,2GMXbYagB5cEtAbGGphVIx,Jaane Jaan Jaane Jaan - Male Version,21,0,['Udit Narayan'],['70B80Lwx2sxti0M1Ng9e8K'],0.481,0.678,8,-6.915,1,0.0493,0.785,1.94e-05,0.122,0.609,86.618,4,294
1974-01-01,4zCkKONe7NIk9VzUcrCDei,Duke Ellington's Sound of Love,17,0,"['Charles Mingus', 'Bobby Warner', 'İlhan Mimaroğlu']","['1W8TbFzNS15VwsempfY12H', '2ggcmZSHzq2QPnQ9fXnYLf', '7rM5G4gKtS2FN45XBljyu8']",0.391,0.105,1,-20.479,1,0.0347,0.815,0.828,0.111,0.127,102.156,4,731
1977-05-28,03fBkiPWMq7DWA4G2CMRLH,Love In The Mornin' - Remastret,9,0,['Kim Larsen'],['2ZQifdPOptKHxTaYTLh0BC'],0.489,0.737,2,-7.342,1,0.0283,0.123,0.0,0.0338,0.775,92.083,4,213
2013-01-31,3qtC3mvWmjo9yjLgaHAyhJ,I've Got My Glasses On!,44,0,['The Wiggles'],['2JY5qzEozvTdogkDTkkOMf'],0.615,0.902,5,-4.258,1,0.0302,0.0349,5.76e-06,0.218,0.705,134.099,4,159
1945-01-01,20G1XJaTwIm2IuwA3Pjg1d,If I Give My Heart to You (with The Mellomen),50,0,"['Doris Day', 'The Mellomen']","['3ESG6pj6a0LvUKklENalT6', '548L4DXlt7N14Mhbfdmdqq']",0.503,0.059,9,-16.131,1,0.0497,0.973,0.0,0.103,0.331,76.642,4,169
1959-01-01,6PViQ6AW9evtaYpzOiIJOI,Centerpiece,11,0,"['Annie Ross', 'Dave Lambert', 'Jon Hendricks', 'Lambert, Hendricks & Ross']","['53rc6pkiasAEVxO1VPpVOy', '3jwMYm4mXvdubd2FVAHj5n', '2Kn5swSfLmUU2WEJVlQvJY', '5XILwCCPqHHh1JRnMfzblg']",0.553,0.236,1,-14.171,1,0.0348,0.742,0.0,0.347,0.489,105.09,4,146
2011-04-25,0jsFMY7xJSi8EsslOEXn8H,Madinina Kuduro,37,0,"['X-Man', 'Elegant', 'Teeyah', 'Admiral T']","['4VYr2jD1AzhmEyT2L8xTg4', '5YVosDRxPs8XBBziHNN39e', '11N8QdhYGEkvG1WBEhNZ3O', '4TEnXYHvYwoMopWqxeAnTE']",0.838,0.822,1,-3.396,1,0.235,0.0283,0.00543,0.141,0.501,139.989,4,223
1977-01-01,1jOnGi2IGuELwglFjppcy5,Zánik,9,0,"['Petra Janů', 'Lešek Semelka', 'Josef Laufer', 'Věra Špinarová', 'Jaromír Mayer', 'Karel Hála', 'Sbor Lubomíra Pánka', 'C & K Vocal', 'Orchestr Josefa Vobruby']","['2Ja3Z7CeIv5PPGMN6SVaMQ', '0rSjFSN0XIA2F0AThi0AAD', '1ycbXRESTBNZhT1SCYuajT', '211uuxKR1p7CHtJUOb13KT', '4uFiL0LD4i4hMKkcGyqrKc', '1HJe2GaHet1i2sNOYNPqLi', '0ABR2oVQYa6WSnLD583Q6x', '2aMAgcs56yVAN96JIaQYSb', '0jmFZrz8uRKeHiUsm0RZdn']",0.46,0.752,2,-9.834,1,0.217,0.0879,4.91e-05,0.425,0.656,121.278,4,228
1971-01-01,4m6KlFD4eMiQFzh4IVVFVm,Angel,44,0,['Jimi Hendrix'],['776Uo845nYHJpNaStv1Ds4'],0.386,0.536,3,-14.151,1,0.0546,0.229,0.0123,0.11,0.31,133.451,4,266
2009-09-11,0YwbtJsL5CMCnOJUxVJimu,無眠,42,0,['Sodagreen'],['3WYT2b8pOLsLsqSaoWYr7U'],0.46,0.29,11,-10.357,1,0.0318,0.904,0.0,0.103,0.371,143.899,4,226
1994-10-28,0juz4iKEbAAKHfPzqgixRK,Love Is All Around,56,0,['DJ BoBo'],['14dmbYen0AciYxu5n4Fkpd'],0.597,0.892,9,-5.79,0,0.0284,0.00346,0.0317,0.069,0.637,134.002,4,270
1986-01-01,6ZVd6ZkRixEhXAMZjXlNba,Luna Er Et Andet Sted,23,0,"['Søren Hauch-Fausbøll', 'Alberte Winding']","['5Had0TTrLrvX13eHYlkPTD', '42mipk3GhuRQ8CjFTBDGqt']",0.43,0.149,9,-16.511,1,0.0365,0.677,0.0,0.147,0.414,99.429,4,104
1985-01-01,6th7K3C0mmxk5AlT4x4oro,Frankie,50,0,['Sister Sledge'],['6gkWznnJkdkwRPVcmnrays'],0.813,0.759,6,-7.882,1,0.0878,0.719,0.0071,0.0573,0.963,82.941,4,257
1961-01-01,3cLRf6X4sRtiLD8nONVqAi,I'll Remember April,5,0,['Kenny Dorham'],['2fMvylhnE23sAlyePKK8er'],0.444,0.62,0,-13.678,1,0.0772,0.541,0.0266,0.11,0.698,83.536,4,727
1965-12-01,6dOvYQOuw2vba6iP1Lhizr,Palanniappa Gnana Palam Nee,12,0,['K. B. Sundarambal'],['03SKVbVxXGyhpkddYdOEt4'],0.374,0.881,7,-4.771,0,0.12,0.91,0.0377,0.156,0.698,87.288,4,231
1996-01-01,78qbxlkQ8bGqH6UbqAxSDz,It's My Shadow,30,0,['Ocean Colour Scene'],['5vIOGcdmx1eIkq3ZtuS12U'],0.474,0.381,9,-10.551,0,0.0335,0.216,7.26e-06,0.148,0.39,78.509,4,264
1951-01-01,4wyKddQIcRlgukC5qRnJ9b,Madama Butterfly / Act 1: America for ever,1,0,"['Giacomo Puccini', 'Giuseppe Campora', 'Giovanni Inghilleri', 'Piero de Palma', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede']","['0OzxPXyowUEQ532c9AmHUR', '41eKQ4FxT5odymru12aDPb', '4rQPeTOICEvqxkFIL0OONQ', '7gxxE0IbP9hFZeJVwdWCSc', '2Mi20SSCqDqjMRsJXHD72f', '3oMVmRtKDs3zgLiuU8tyr8']",0.42,0.119,0,-16.301,0,0.0462,0.983,7.99e-06,0.663,0.22,117.154,4,145
1972-12-31,7nFAsHNf56DFgTNXvMy6Yt,Haavina Dwesha Hanneradu Varusha,16,0,['S. P. Balasubrahmanyam'],['2ae6PxICSOZHvjqiCcgon8'],0.521,0.835,2,-6.436,0,0.0747,0.962,0.0,0.277,0.497,136.815,4,204
1975-06-20,0uDkjZXssrQ2ktxKBBWNlA,アフリカへ行きたい,25,0,['Yumi Arai'],['5W7F9IM2vsR9EDCk5T2Uqz'],0.53,0.767,3,-6.635,1,0.0339,0.0374,0.281,0.153,0.907,133.555,4,191
2004-06-16,0xOeB16JDbBJBJKSdHbElT,Rebellion (Lies),65,0,['Arcade Fire'],['3kjuyTCjPG1WMFCiyc5IuB'],0.401,0.933,8,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193,4,311
2008-01-01,058OeHhBgMCWKeat6eL8lv,Heute schütte ich mich zu - Radio 2008,42,0,['Karl Dall'],['6AuK8rihaiod1Gqvuj6rVz'],0.725,0.844,5,-2.495,1,0.0284,0.00678,0.0,0.0934,0.961,126.032,4,207
2020-05-01,4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),83,1,"['Drake', 'Giveon']","['3TVXtAsR1Inumwj472S9r4', '4fxd5Ee7UefO4CUXgwJ7IP']",0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,4,220
2000-01-01,4ZNLCYJzz8fct8HXZOw1SI,Chemical,26,0,['Dead Man Ray'],['5CgLFV7jN16Jkud08V3L7z'],0.74,0.582,6,-10.046,0,0.0286,0.0788,0.109,0.0734,0.885,115.522,4,264
1964-10-19,3bCRsaMgyNJKCkuIoKAW0Y,Little Egypt,27,0,['Elvis Presley'],['43ZHCT0cAZBISjO8DG9PnE'],0.621,0.58,3,-13.15,1,0.0479,0.884,3.99e-06,0.294,0.961,125.43,4,139
1960-01-01,1HmsBDTZyrWH56ACWeM5zt,Lago Dos Cisnes (A Chegada do Cisne),16,0,['Orquestra Românticos de Cuba'],['76Qh9PRO4QkVjRmTSw9T0G'],0.356,0.7,7,-4.249,1,0.0328,0.0836,0.307,0.153,0.196,114.115,4,170
2018-06-29,6G8kHiVZ1jW7vHMPVRNZU0,Don’t Matter To Me (with Michael Jackson),72,0,"['Drake', 'Michael Jackson']","['3TVXtAsR1Inumwj472S9r4', '3fMbdgg4jU18AjLCKBhRSm']",0.822,0.318,10,-12.391,1,0.0575,0.493,0.0128,0.11,0.138,102.998,4,246
1992-01-01,30h3fuPezVF1KkLrVya19H,Rainbow In The Dark,22,0,['Dio'],['4CYeVo5iZbtYGBN4Isc3n6'],0.457,0.892,9,-8.278,0,0.0406,0.000117,0.0827,0.0375,0.602,117.478,4,255
2012-09-26,4HnPZXkx15Y5hfBWh9vtQL,Lady Killers (feat. Hoodie Allen),58,1,"['G-Eazy', 'Hoodie Allen']","['02kJSzxNuaWGqwubyUba0Z', '382aq8Pij5V2nE2JMHMoxl']",0.394,0.771,3,-6.873,1,0.29,0.00193,0.0,0.114,0.548,145.947,4,249
2012-02-23,3UMCaZgdrrMmUuUmJEzkne,กำลังใจ (ดั่งหยาดฝน),35,0,['Mhai Muang'],['5rc9gV9Rco39UTbxqdYHZF'],0.409,0.431,2,-6.948,1,0.0298,0.642,0.0,0.0965,0.478,184.07,4,188
2009-01-01,0Jng72eZvb9Iq9Uh4SmMQx,Si Yo Te Contara,47,0,['La Arrolladora Banda El Limón De Rene Camacho'],['5bSfBBCxY8QAk4Pifveisz'],0.66,0.427,0,-5.861,1,0.0301,0.665,0.000179,0.0505,0.483,109.97,3,226
2007-04-15,11cCGCbIlTUKQre6XjemY7,Buona Sera - Ciao Ciao,37,0,['Mauro'],['0fUFGy1Oy8f3ecf59YoB8O'],0.641,0.995,9,-4.395,0,0.034,0.0011,0.000999,0.0894,0.968,130.044,4,233
1927-07-29,6JXnUWVU3stqhgdj2iwPZx,Chapter 228.2 & Chapter 229.1 - Sprawy Sherlocka Holmesa,0,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],0.715,0.275,9,-19.775,1,0.944,0.904,0.0,0.138,0.669,128.66,5,136
2001-09-14,3hsZxEXf0PNXVq0S8idacb,爸我回來了,45,0,['Jay Chou'],['2elBjNSdBE2Y3f0j1mjrql'],0.676,0.639,3,-7.008,0,0.102,0.0213,1.18e-05,0.502,0.342,76.01,4,236
1938-01-01,4hXK4ApgPbsBrPc2vArzh5,Rejdovák / Kdybys Byl Jeníčku / Kalamajka,0,0,"['R. A. Dvorský', 'Melody Boys']","['2aRocexdLJ1W2YVKmtxq9c', '1T9kZXm7SyTJCnpT8ik4HF']",0.585,0.208,5,-14.386,1,0.159,0.898,0.495,0.28,0.678,94.592,4,163
1999-01-01,7pop4FtY5Gp9Dn3xvFPb2q,E,24,0,['Ligabue'],['7H8ZC8uHJMPZGLMApRRNIz'],0.489,0.562,5,-5.889,1,0.0418,0.803,0.0,0.105,0.575,185.93,4,244
1970-11-23,7mjSHL2Eb0kAwiKbvNNyD9,Wild World,77,0,['Yusuf / Cat Stevens'],['08F3Y3SctIlsOEmKd6dnH8'],0.48,0.542,0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853,4,201
